Utterance,Type,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,ID,Comments,TS,Sub topic,Dialogue_Act,Emotion,Valence,Arousal,Dominance,Trust,SE
i am feeling down,P,,,,,,,176_60,,,,,,,,,,
Yeah. And when you're having those emotions that you were describing,T,1.0,1.0,1.0,-2.0,-2.0,-1.0,176_61,,,,,,,,,,
"I feel drained like, then you will have like the energy to wake up in the morning sometimes, because y'll play less and less than the body's having and I don't want to.",P,,,,,,,176_62,,,,,,,,,,
"Yeah, sounds like you feel very tired. You're struggling to wake up. You said it's pointless. And then what do you do then when you feel like that? So I guess you just talked about when you wake up in the morning, and you feel heavy, and I suppose you've been maybe having some of these thoughts and those emotions, potentially the night before? What do you then do? How do you respond to that?",T,1.0,1.0,0.0,-1.0,1.0,0.0,176_63,,,,,,,,,,
I just have to go expose that don't really have a choice because my mom I live with my mom and I know it's hard for her. So I don't want her to be too worried. So I just I just tried to carry on as normal girl takes longer and I don't want to but I do. So now its my routine.,P,,,,,,,176_64,,,,,,,,,,
So you're a bit slower and gets getting up.,T,2.0,-1.0,1.0,-1.0,1.0,-2.0,176_65,,,,,,,,,,
Yeah.,P,,,,,,,176_66,,,,,,,,,,
But you are still getting up anyway. And what about your kind of what do you think about when you're doing that?,T,1.0,1.0,2.0,-1.0,1.0,0.0,176_67,,,,,,,,,,
"I'm just thinking that nobody else is like mate my age like, maybe we should be feeling like this. And I'm the only one that does.",P,,,,,,,176_68,,,,,,,,,,
"So it sounds like you think a bit more about the problem and you kind of spend time thinking about hey, how can it hapen to me?",T,2.0,1.0,0.0,-1.0,1.0,-1.0,176_69,,,,,,,,,,
"I don't, I don't want to feel like this but i do and nobody else I know doors. So it makes me feel even more alone gets me even more down. I just don't display anyone and I should have anyone to it.",P,,,,,,,176_70,,,,,,,,,,
"Okay, so it sounds like you try and toughen up on yourself a little bit. Tell yourself to work harder to be different. Okay. And when you start telling yourself that kind of thing and how does that make you feel? Does that make you feel better afterwards or worse?",T,0.0,-1.0,0.0,-1.0,1.0,-1.0,176_71,,,,,,,,,,
"feels worse because it still can't snap out of it. Like, I'm aware it's happening and I just, I'm trying but I just can't. And then and then it's just another thing that I'm feeling. Just another thing that I can't really get",P,,,,,,,176_72,,,,,,,,,,
"So, Chris, I wanted to talk to, you know, you're one of our star athletes and really value you as a team player. As athletic director, one of my job's is to kind of keep tabs on the players and make sure everybody is performing at their best and something came up this weekend, I've been hearing some chatter about a big party that went down and understand you were there. And so I wanted to talk to you a little bit about how partying and alcohol fits in your life right now. ",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,137_1,,,,,,,,,,
"Okay. Oh, actually could I can find something new. That doesn't bother me lately. Well, prior to that party, like as you know, I'm an honor student and my parents like they keep me very, like, kick kept down out of the lake Salt Lake social life, and I own About a month ago, my friends invited me to a party and they use the fact that all I'm always doing my homework and always studying that to allow me to go to the party. And on. ",P,,,,,,,137_2,,,,,,,,,,
Hmm umm,T,1.0,1.0,2.0,1.0,2.0,1.0,137_3,,,,,,,,,,
"Well, that party, I managed to convince my parents I would spend the night at my friend's house. ",P,,,,,,,137_4,,,,,,,,,,
Ahmm,T,1.0,0.0,1.0,2.0,2.0,1.0,137_5,,,,,,,,,,
Hmm,P,,,,,,,137_6,,,,,,,,,,
Alright.,T,1.0,1.0,1.0,2.0,1.0,2.0,137_7,,,,,,,,,,
"So I, that's when I started drinking was a unique experience, as you could say, I guess you can say, and I don't know, It was fun, at least in that moment. So I kept doing it. Then this past weekend, instead of studying for an exam, I asked my I begged my mom to let me go to another party and she kind of knew what I was doing. She asked me to like to promise her Oh, no alcohol, no drugs, man, I'll pick you up by 12. Our surprise is told us basically when the party starts, but I saw that whatever I saw, I thought to myself that I'll, I'll come out figure it out to delay her coming to me and later. ",P,,,,,,,137_8,,,,,,,,,,
Uhh hmm,T,1.0,0.0,1.0,2.0,1.0,2.0,137_9,,,,,,,,,,
"So later, so she promised that she dropped me off. I promised her no alcohol, no nothing. So we go out Have fun like I've, I've been having, and I was drinking. And then it's time, the time came for her to pick me up. And as soon as I couldn't delay her for hanging out, and as soon as she picked me up and I stepped in the car, she said, You drank vodka. And I'm like, I didn't know what to say. I just looked at the floor, and I feel terrible. Because I betrayed my mother. I broke my trust with her that she expected me not to indulge in alcohol. And that's exactly what I did.",P,,,,,,,137_10,,,,,,,,,,
"So here you are. You're an honor student, your star athlete, you've kind of been doing everything you've been told for all these years. And maybe last month sometime you started getting more involved in the party scene and it was fun at first, but now you're already noticing some consequence",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,137_11,,,,,,,,,,
right. Like I've been noticing I've been more lethargic and apathetic towards schoolwork.,P,,,,,,,137_12,,,,,,,,,,
Ahhh hmmm.,T,1.0,0.0,1.0,1.0,1.0,1.0,137_13,,,,,,,,,,
"Really, I kind of just sit in class like my mind is elsewhere, especially on the way weekends where instead of instead of studying, I'm caught up with my friends trying to find where we can get alcohol based on their age and, and stuff like that. ",P,,,,,,,137_14,,,,,,,,,,
It has really changed your focus. What do you like about drinking?,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,137_15,,,,,,,,,,
" I don't know it. It's because I'm a very reserved person, for the most part, not well, not when I'm doing sports, but like, like a social environment, I tend to keep to myself. Because I'm very self conscious, I would say and when I drink, I feel like it relaxes me I'm able to talk or engage with other people more easily. And it's just.",P,,,,,,,137_16,,,,,,,,,,
"So, it helps you kind of  loosen up feel more relaxed. ",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,137_17,,,,,,,,,,
Exactly.,P,,,,,,,137_18,,,,,,,,,,
"Sounds like you're noticing quite a few not so good things about alcohol though. Mom got mad at you. You're having decreased focus, you're kind of not doing so well in school, maybe any other things ?",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,137_19,,,,,,,,,,
"Just different group friends of group girlfriends, like the different people that I'm hanging out. Not with because certain people are associated with that type of scene. So that that's also changed.",P,,,,,,,137_20,,,,,,,,,,
"So your your friends that you were hanging out with, there's a little tension there now",T,0.0,0.0,2.0,-1.0,1.0,-1.0,137_21,,,,,,,,,,
"a little bit because not all of them are into that. So like, I'm in one group of friends and I will talk to another person within another group of friends and they just happen to invite me to that first party.",P,,,,,,,137_22,,,,,,,,,,
hmm hmm.,T,2.0,0.0,-1.0,1.0,1.0,1.0,137_23,,,,,,,,,,
" So since then, I've been hanging out more with them getting to know them. But I could also see that on just living life, I guess. But that's also not fair to them that I'm not there for them as much as I was before, as they are there for me. Yeah. ",P,,,,,,,137_24,,,,,,,,,,
"Well, given that you've sort of noticed all these changes where it's affecting your friendships, it's affecting your studying and it's affecting your relationship with your mom. Where do you think you should kind of go from here? ",T,0.0,-1.0,2.0,2.0,1.0,2.0,137_25,,,,,,,,,,
"Oh, I should I should stop. I mean, like, I'm not, not unrealistic. ",P,,,,,,,137_26,,,,,,,,,,
Yeah,T,1.0,0.0,2.0,1.0,2.0,1.0,137_27,,,,,,,,,,
"I understand that. situations like this will happen. It's just up to me not to take it so far where I can't remember the night before. If I'm puking, all I remember is a toilet. ",P,,,,,,,137_28,,,,,,,,,,
Umm,T,0.0,0.0,2.0,1.0,2.0,1.0,137_29,,,,,,,,,,
"That's, that's not worth it either. And I have to slowly build back my trust with my mother because that was that's a big blow as little or, like as it may seem to the other people like to me that it's a big thing.",P,,,,,,,137_30,,,,,,,,,,
Your mom is really important to you ?,T,2.0,-1.0,2.0,-1.0,1.0,-1.0,137_31,,,,,,,,,,
" of course, ",P,,,,,,,137_32,,,,,,,,,,
how confident are you that you could actually change your drinking or even cut down or quit?,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,137_33,,,,,,,,,,
I'm pretty confident,P,,,,,,,137_34,,,,,,,,,,
especially on a scale of 1 to 10 where one is not at all and 10 is completely what number ?,T,1.0,0.0,0.0,2.0,0.0,-2.0,137_35,,,,,,,,,,
probably like an eight or nine I'm I can't be in time because nothing's attend my field. There's too many factors but I feel like I'm determined to,P,,,,,,,137_36,,,,,,,,,,
Why did you say eight or nine rather than six or seven?,T,1.0,0.0,0.0,0.0,0.0,-2.0,137_37,,,,,,,,,,
Because I don't know I feel determined to to make sure this happens because I don't like how I felt after I betrayed my mother. I don't like remembering that the feeling of like vomiting.,P,,,,,,,137_38,,,,,,,,,,
Umm hmm,T,-1.0,0.0,1.0,2.0,1.0,2.0,137_39,,,,,,,,,,
"It's not a pleasant experience. It's not something that I wish to enjoy. So like, even if I do drink, I don't want to drink to the point where that happens. Like all the fun that I have, then prior to that, just it's not worth it's not worth drinking.",P,,,,,,,137_40,,,,,,,,,,
Right? What do you think's a realistic goal for you then?,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,137_41,,,,,,,,,,
"To make sure I have my studies? Well, first, try to get back my trust with my mother.",P,,,,,,,137_42,,,,,,,,,,
Okay,T,0.0,1.0,1.0,2.0,1.0,2.0,137_43,,,,,,,,,,
"Then just focus on my studies. Then if I have time for leisure time, like I'll go party with my friends and just be as a party with them doesn't mean I have to drink and I do. One cup is not gonna do anything to my life either. But I'd prefer not to do that I prefer just make sure",P,,,,,,,137_44,,,,,,,,,,
"your goals to not drink at all, or if you are at a party a maximum of one at the very moment.",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,137_45,,,,,,,,,,
" Exactly. Just so I take part with the social convention, but it's not. Hey, guys. It's about doing the Yeah.",P,,,,,,,137_46,,,,,,,,,,
"Chris, I really appreciate you talking with me about this. I know it seems like something that's been on your mind as it is. And, you know, like I said, I really care about you, as a student and an athlete and want what's best for you. So I'm glad we were able to talk about this, it really seems like you have a good plan going forward. You know, really striving for not drinking alcohol at all. And if you find yourself in a situation where there's alcohol, making sure to have that limit of one drink maximum. Sounds like something that'll work for you.",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,137_47,,,,,,,,,,
And thank you for listening and listening to me.,P,,,,,,,137_48,,,,,,,,,,
"Yeah, it's my pleasure. It's part of my job and part I like best so we better hurry up and get changed for practice.",T,2.0,-1.0,2.0,-1.0,1.0,2.0,137_49,,,,,,,,,,
How are you doing today?,T,2.0,2.0,-2.0,-2.0,-2.0,2.0,5_1,,,,,,,,,,
"Alright, thanks. How are you?",P,,,,,,,5_2,,,,,,,,,,
I'm doing okay. Thanks for asking. I understand you've been having some symptoms that have been bothersome to you.,T,2.0,2.0,0.0,-2.0,-2.0,2.0,5_3,,,,,,,,,,
Yeah.,P,,,,,,,5_4,,,,,,,,,,
Can you tell me about those?,T,2.0,-1.0,0.0,-1.0,-2.0,2.0,5_5,,,,,,,,,,
"Yeah. Um, for about the last six months or so, I have have this position at work where I have to make a weekly presentation to other managers about 10 people. And I, every time I have to do this, I lose it.",P,,,,,,,5_6,,,,,,,,,,
You lose it every time you have to make a presentation. Yeah. Tell me what would involve losing it.,T,1.0,-1.0,0.0,2.0,1.0,0.0,5_7,,,,,,,,,,
"Um, I, you know, I'm usually one of the last people to go and you know, as just keeps going more and more and more and more nervous. You know, it's it starts where I feel, I feel like butterflies in my stomach. And that just becomes more intense. I start to just sweat all over. I feel if my face is turning red, my palms get really, really sweaty and you know, constantly wiping them on my on my pants, and my heart. It just feels like it's going to just beat right out of my chest. And then I just I can't, I can't",P,,,,,,,5_8,,,,,,,,,,
very it's very distressing. So So tell me about the nature of this meeting that's leading to this. This anxiety. So you said it was a you had to make a presentation about the structure of it.,T,1.0,1.0,0.0,2.0,-2.0,0.0,5_9,,,,,,,,,,
"So there's, there's about 10 people, the the executive director and then the the man have different programs and and we all have to do just kind of like a weekly update report. So none of it's very detailed, you know, just a maybe a few minutes each person to go around and just update everybody else on what's going on. And all the different programs. We all take turns",P,,,,,,,5_10,,,,,,,,,,
or how long do you have to speak?,T,1.0,0.0,2.0,2.0,-2.0,-1.0,5_11,,,,,,,,,,
"It's usually just a few minutes, maybe five at most 10 almost or something, you know, major going on in my program.",P,,,,,,,5_12,,,,,,,,,,
When when in the course of like with this meeting occurring? When do you start to feel nervous?,T,1.0,0.0,0.0,-1.0,-2.0,0.0,5_13,,,,,,,,,,
"Oh, the day before?",P,,,,,,,5_14,,,,,,,,,,
"The day before? Yeah. Yeah. So the day before the meeting, you start to have similar symptoms, different symptoms. What do you feel",T,1.0,0.0,0.0,-1.0,-2.0,0.0,5_15,,,,,,,,,,
"Yeah, I start to I start to feel nervous. Usually the day before is when I'm pulling together in my notes, I make like a look a few bullet points on stuff that I want to present that I think as relevant and so the day before, when I'm preparing that I start to feel nervous. And then usually last through the rest of the day into the evening, I usually don't sleep well. That night and then by the time I get into work, I'm, you know, that's usually when I'm, you know, feeling you know, really nervous by by the time I get into the meeting, I'm pretty much panicking.",P,,,,,,,5_16,,,,,,,,,,
"panicking as the meeting starting,",T,1.0,1.0,0.0,-1.0,1.0,0.0,5_17,,,,,,,,,,
yeah.,P,,,,,,,5_18,,,,,,,,,,
"So, at the meeting, everybody takes a turn, and does this brief presentation. And tell me what's happening as with your, your feelings as they're moving around. It's like if you sit at a table or Yes, as they're moving around the table and then coming closer to you.",T,1.0,2.0,2.0,-2.0,-2.0,0.0,5_19,,,,,,,,,,
"I I'm just becoming more and more terrified. My like, I just I feel like I'm being just drenched in sweat. I'm, I'm breathing faster I and I feel like everybody notices. I feel like everybody can hear me breathe. I feel like everybody can hear my heart beating, that it's just so loud that it's like, any minute everybody's gonna look at me and say what is wrong with you?",P,,,,,,,5_20,,,,,,,,,,
They're gonna notice you.,T,1.0,1.0,0.0,2.0,1.0,0.0,5_21,,,,,,,,,,
"Yeah. And and there have been times, especially recently really, you know, it's, like I said, I mean, this has been going on for at least six months, but especially recently I feel like I've had to, like run out of the room. I couldn't tell you. Yes, I have. I've ran out and couldn't. I couldn't go back in. I tried and my my hand hit the doorknob to go back in the room and I walked up. Good. No,",P,,,,,,,5_22,,,,,,,,,,
there's too much anxiety.,T,1.0,1.0,0.0,-1.0,1.0,0.0,5_23,,,,,,,,,,
"Yeah, I felt okay. You know, in the hallway and then when I tried to go back in the room, it's Everything justright back up again. ",P,,,,,,,5_24,,,,,,,,,,
"Yeah. So, so you would push that door open, they would all be looking at you. They would wonder why you left. ",T,1.0,1.0,0.0,-1.0,-2.0,0.0,5_25,,,,,,,,,,
Yeah.,P,,,,,,,5_26,,,,,,,,,,
So you just wrote out the meeting somewhere else. And did anybody notice after?,T,1.0,1.0,2.0,2.0,-2.0,2.0,5_27,,,,,,,,,,
"You know, after a few weeks in a row of running out, yeah. You know, my boss was like, I realize you didn't make your presentation and, you know, I just I made up an excuse, like, I got a phone call or I didn't feel good or, you know, I stumbled through some excuse, but I feel bad because I mean, this is my job. And I want to do my job. And I mean, how I've lived with this, I feel like forever, you know, because I, I had a terrible time making presentations in high school. I had a terrible time making presentations in college. And here we are again, and I try to be a professional and have a career and make a life. I can't, because I can't perform my job. I want to do my job. I like my job.",P,,,,,,,5_28,,,,,,,,,,
This is this is frustrating for you.,T,1.0,1.0,0.0,2.0,-2.0,0.0,5_29,,,,,,,,,,
Yeah.,P,,,,,,,5_30,,,,,,,,,,
Have there been times where you've fled the room? And then since then you haven't.,T,2.0,1.0,0.0,-1.0,-2.0,0.0,5_31,,,,,,,,,,
"There was one time, actually the very first time I ran out. And I didn't go back and nobody noticed. And then the second time, that following week, I started to feel that way again. And then two of my co workers to the other managers actually started to get into a fight. One of them wanted more money for their program for something or other and the controller was like, No, we have no money you can't have it's a nonprofit, so there's no money. And it was it was like getting really intense. And I don't know what it was. I just, I was fine.",P,,,,,,,5_32,,,,,,,,,,
Something about that intense interaction changed how you're feeling distracted you something like that.,T,1.0,1.0,0.0,-1.0,1.0,0.0,5_33,,,,,,,,,,
"Yeah, I guess it just, I don't know. It just didn't I, I felt I felt fine. I felt normal.",P,,,,,,,5_34,,,,,,,,,,
"So from from that meeting on like till now, have you been able to stay in for eight other meetings? No. She had to leave because of the intensity of the symptoms. ",T,1.0,1.0,-2.0,-2.0,-2.0,-1.0,5_35,,,,,,,,,,
"Yeah, I've there been a couple times where actually I've I've I've purposely gone in late hours that I've had car trouble and a habit and I've just gone in late or I've actually just called in sick for the day. There was twice I sent somebody else in my place, saying that, you know, when I was sick, but I mean, it gets noticed.",P,,,,,,,5_36,,,,,,,,,,
"Yeah, and you're having you're experiencing symptoms. When you go Avoid that interaction the room to right because you don't feel good about letting them down or",T,1.0,1.0,0.0,2.0,1.0,0.0,5_37,,,,,,,,,,
"no, no, I want to do my job. I really like my job. I really do. And I like where I work. And I like the people. But the thought of making these presentations every week just terrifies me. And I don't want my boss to regret putting me in this position. I don't want to disappoint him. I mean, I know he took a big chance, you know, putting me in this position. You know, I don't have a lot of experience doing this. And there were, you know, potentially there could have been other people that were better qualified, but you know, he chose me. I don't want to let him down. And I feel like I am every week with this meeting.",P,,,,,,,5_38,,,,,,,,,,
"So it's this meeting, really, you're in your situation where if you go and attend the meeting, you're going to end up leaving it because of the anxiety. If you don't attend it, Have these concerns about the performance in your shops? You're kind of stuck. You're kind of stuck, right? Yeah. Any other symptoms that you think may or may not be related to this intense anxiety? ",T,1.0,1.0,0.0,-1.0,1.0,0.0,5_39,,,,,,,,,,
"Um, I guess I mean, I'm not sleeping the night before the meetings. I, I have started to drink a little bit to try and take the edge off. A friend of mine has said before that it's something that she's done to, to help when she's nervous. And so I've, I've tried a shot or two before going into my meeting and ",P,,,,,,,5_40,,,,,,,,,,
have any effect on,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,5_41,,,,,,,,,,
"I'm probably not a good effect. I mean, I was I was able to sit through the meeting, but everybody kept asking if I was okay. So I got up on the Yeah, I really feel like they weren't. And of course, I was very I didn't want anybody to get close to me because I think it's going. Yeah. I just, I was too scared to do that, again.",P,,,,,,,5_42,,,,,,,,,,
Any sadness or anything like that?,T,1.0,1.0,0.0,-1.0,-2.0,0.0,5_43,,,,,,,,,,
"I'm miserable. Every time I think about, you know how much I must be disappointing my boss. I just I feel so I just feel terrible.",P,,,,,,,5_44,,,,,,,,,,
Throw it down.,T,1.0,2.0,1.0,2.0,0.0,2.0,5_45,,,,,,,,,,
Yeah.,P,,,,,,,5_46,,,,,,,,,,
"Sasha, I know it's been tough going through all this and the symptoms have been tough for you. We'll get you scheduled in here to get treated a couple days. We'll get you in a couple days. And you can start working with a counselor to address these symptoms. I appreciate you spending this time with me it was helpful to get a better understanding of what you're going through.  Thanks.",T,2.0,-1.0,2.0,-2.0,-2.0,2.0,5_47,,,,,,,,,,
"So Tommy, I wanted to talk to you because I was on Facebook the other day and saw some pictures from a party you were at and made me a little bit concerned because I saw you were drinking and I wonder if you can tell me a little bit about how alcohol fits in your life.",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_1,,,,,,,,,,
I mainly just drink whenever I'm at parties or whenever somebody hands me a beer i'll i'll take sips every now and then. But it's not something that I feel hovers around my life.,P,,,,,,,73_2,,,,,,,,,,
It's kind of a social thing for you not like a major priority. Yeah. How much do you think you're drinking?,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_3,,,,,,,,,,
"I guess I would say like every other every other weekend, maybe every every two weeks. On occasion, maybe There's a basketball game going on or a football game I'll have a beer just to drink with my boys. But other than that, I don't really see it as much of a of a problem.",P,,,,,,,73_4,,,,,,,,,,
So you're drinking maybe half the time depending on what's going on that weekend.,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_5,,,,,,,,,,
"Yeah, I guess you can say that.",P,,,,,,,73_6,,,,,,,,,,
"Well, how would you describe the difference between weekends when you drink versus ones when you don't?",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_7,,,,,,,,,,
"When I'm not drinking, I'm usually more like, involved in doing like more productive things like I I try and do more schoolwork whenever I have the time or whenever I like I can go workout or something just to like, when whenever I'm drinking, I devote my time to just letting loose and having fun and just relaxing with friends. Okay,",P,,,,,,,73_8,,,,,,,,,,
"so you you feel like you get more stuff done on weekends. When Don't drink, but maybe you don't feel like you can relax as well.",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_9,,,,,,,,,,
"Yeah, I mean, I, whenever I'm drinking, I know that I'm devoting time to, to not doing other things. So I try and make it so that I don't allow myself to pile on so much work. So I try and, like get work done before, but I know that drinking gets in the way of productivity. So I try and minimize that as much as possible.",P,,,,,,,73_10,,,,,,,,,,
You're trying to be responsible and get your stuff done. Yeah. Knowing that the drinking is gonna make it harder. Yeah. Okay. And it sounds like are you getting everything done or some stuff sort of slipping when you drink?,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_11,,,,,,,,,,
"Yeah, I guess when I drink some things do slip a little bit. But just because like when I'm drinking, I'm, I'm not really focused on what I have to do. I'm focused on the moment and just enjoying the time that I have at that time. And it's really something that I just it's something of an like a pleasure givers like and enjoying a joint enjoyment type of thing.",P,,,,,,,73_12,,,,,,,,,,
What are the things you enjoy about the drinking?,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_13,,,,,,,,,,
"Just the way that it, it's sort of like liberates you and makes you it makes you feel like a more confident, more energetic person that you don't feel like yourself you feel like a different version of yourself. And it's something that you it, it's just empowering to a degree.",P,,,,,,,73_14,,,,,,,,,,
"Okay. So you feel liberated or kind of more confident in some ways? Yeah? Okay, are there any not so good things about drinking.",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_15,,,,,,,,,,
"Um, whenever I drink too much, I sort of lose control of myself and I I just like the aftermath of whenever I drank too much or whenever my friends mixed drinks and it just has a harmful effect on my body. That's probably one of the major drawbacks that I had from drinking.",P,,,,,,,73_16,,,,,,,,,,
What kinds of things happen?,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_17,,,,,,,,,,
"I mainly when when I puke or it's just the the feeling that I get in my stomach, if I drink too much is just very overwhelming.",P,,,,,,,73_18,,,,,,,,,,
"Like you notice in your body, how much do you think is the most you've ever drank in one time?",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_19,,,,,,,,,,
"Wow, I would say probably at a friend, one of my friends had a birthday party recently. And he wanted to let loose was it was just the all the guys were together and they had a couple of friends over and it just turned into one big party and I just I lost it. I drank way too much I would say like probably a bottle or two and just some beers along the way. I got to a point where I lost count",P,,,,,,,73_20,,,,,,,,,,
"that was out of the ordinary For you to discount, what's a more typical amount that you drink?",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_21,,,,,,,,,,
"I don't let myself drink more than three or four beers on a given night. Just because I know I'm, I've gotten to the point where I sort of know my limit. But I kind of flirt with my limit just to see how far I can go. And I think that that sort of is very dangerous to play with fire, but I want to see how far I can go. Just so I know not to go that far.",P,,,,,,,73_22,,,,,,,,,,
Got it. So you're you're sort of testing and pushing it in. Yeah. And sometimes crossing that limit and having some of the consequences that you mentioned.,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_23,,,,,,,,,,
"Yeah, just so I know how it feels now so that later on when this The situation is more drastic and more out of control. I know what I can do and where am I limit is it you?",P,,,,,,,73_24,,,,,,,,,,
"Well, kind of along those lines Looking ahead, you know, five years from now, what do you see as a goal for yourself",T,-1.0,2.0,-2.0,2.0,0.0,-2.0,73_25,,,,,,,,,,
"in terms of career wise, in terms",P,,,,,,,73_26,,,,,,,,,,
"of what do you think you'll be doing in five years,",T,-1.0,0.0,1.0,2.0,0.0,-1.0,73_27,,,,,,,,,,
"and I would love to be. I would love to travel, I would love to see the world for what it is. And I've always seen pictures and videos of how the world is, but I've never really experienced that, like, I've always wanted to travel to Europe or, or China or something or someplace like that. So I can really experience the world that we live in.",P,,,,,,,73_28,,,,,,,,,,
"So getting a full experience is really important, too. It sounds like throughout your life, you know, you talked about wanting to make the most of your high school experience. And now you're looking at how you can enrich your life in other ways. How do you think drinking too much would fit into, you know, being able to experience life to its fullest?",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_29,,,,,,,,,,
"I guess it could interfere with allowing myself to feel the effects of living life to the fullest. But I wouldn't want to tamper with drinking too much. Like, often, just because I'm I know, I've seen the consequences that drinking has on people and I know that I would never want to get to a degree where I need to drink constantly, every single day. I don't want to ever get to that point.",P,,,,,,,73_30,,,,,,,,,,
"Okay. So just to kind of summarize what you've told me so far, you're you're drinking pretty regularly, but you are trying to limit yourself you feel like three drinks maybe is probably the maximum that you can drink before you're having some of these negative consequences. And you feel better if you limit yourself to three or less,",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_31,,,,,,,,,,
"yeah, feel more in control",P,,,,,,,73_32,,,,,,,,,,
"and then kind of looking ahead. You don't want to Find yourself being someone who's drinking all the time or someone who feels out of control with their drinking that you've seen that maybe in other people's lives, and it's not appealing to at all. And and you do have some big goals for your life that you want to achieve, that drinking too much could also interfere with. So where do you think you want to go from here with with regard to your drinking?",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_33,,,,,,,,,,
"Maybe now that I know, my limits to an extent, I kind of don't want to push it. So, so much. Now that I know what I can do and where I can go. I would like to mitigate that as much as possible. I just want to I want to have fun being me. But I don't want me to be influenced by alcohol. So much. Like I want to live the sober life to an extent, but I know that alcohol is just gonna tamper with it.",P,,,,,,,73_34,,,,,,,,,,
"So for right now It feels like a reasonable goal for you would be to sort of limit your drinking and make sure you're, you're stopping at three, for example, or maybe even limiting the number of times that you're drinking.",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_35,,,,,,,,,,
"Yeah. And like not, like not drinking, like in the mornings or just just strictly for social purposes like not just to not have it around, like, I don't want to have it like in my fridge, if my parents have it. I don't want to I don't want to have to deal with it. ",P,,,,,,,73_36,,,,,,,,,,
Okay. What do you see as some benefits to that?,T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_37,,,,,,,,,,
benefits and,P,,,,,,,73_38,,,,,,,,,,
sticking to those limits?,T,0.0,-1.0,2.0,-1.0,-2.0,-2.0,73_39,,,,,,,,,,
"I guess I could definitely be, I could live a more fulfilled life to an extent like I could possibly be more productive, more efficient in my work and where I can possibly be in the next few years of my life. And I think that by not drinking, I will definitely have a better effect on my life.",P,,,,,,,73_40,,,,,,,,,,
"Yeah, I think taking steps to limit and cut back on your drinking is a really good idea. And I really appreciate you taking the time to talk with me about it and being open and honest question. You know, if you don't mind, I would like to talk to probably about this in a couple weeks or a couple months and just kind of check in how things are going. Right. All right. Sounds good. ",T,-1.0,-2.0,-1.0,1.0,-1.0,1.0,73_41,,,,,,,,,,
Thank you very much.,P,,,,,,,73_42,,,,,,,,,,
Hi Kylie. How you doing today?,T,2.0,2.0,-2.0,-2.0,-2.0,2.0,148_1,,,,,,,,,,
"Umm I'm doing okay, I guess. Umm I guess something happened over this past week. I have been looking for a new job since I left my last one. And I found I found this really good job on the internet. But the problem is that the job is working with kids and they they have to do a drug test in order for me to get the job. And it kinda like it made me think it made me think a little bit more about something that I've been considering for a while which is kind of just given up, given up we'd forget like it I'm thinking about it for a while. But okay, I also kind of think about the way the way we'd really helps me and like, if I'm ever feeling like really, really anxious about something I mean, we kind of have to chill out and hope to relax and I just don't know if I'm ready to give that up yet.",P,,,,,,,148_2,,,,,,,,,,
So the marijuana has real value for you that you don't want to see going.,T,-1.0,0.0,-1.0,1.0,-1.0,1.0,148_3,,,,,,,,,,
"Yeah, it does. It's a it's a good way to self medicate in a way",P,,,,,,,148_4,,,,,,,,,,
"and at the same time, you would like this job. ",T,2.0,-1.0,0.0,2.0,-2.0,-1.0,148_5,,,,,,,,,,
Yeah.,P,,,,,,,148_6,,,,,,,,,,
"So I could see how this would be you know, a pincher.",T,2.0,-1.0,0.0,2.0,1.0,2.0,148_7,,,,,,,,,,
