Utterance,Type,ID
"I got frustrated the other night when he didn't do the dishes, as silly as that is, and he'd had a really, really hard day. I think it's wonderful advice that you've given me. I'm very glad that I'm here and I feel comfortable talking to you. It was awkward for me when I started thinking the other night when I was frustrated and I had a lot of trouble even broaching the subject to the point that I wound up not saying anything at all. I guess I just need more practice or maybe it's something that I need to get more comfortable with, but it just didn't feel right.",P,_qYgF_e4EQQ_2
"Yeah. I mean, it sounds like you're feeling perhaps like you have to sort of apologize to me for not telling your boyfriend about the way you were feeling?",T,_qYgF_e4EQQ_3
"Well, I just mean I recognize that the advice you're giving me is wonderful advice. I'm just unsure of how to use it. I really enjoy coming and talking to you. But in this one specific instance, I found myself unable to follow the advice that you had given and I feel as though it was my fault.",P,_qYgF_e4EQQ_4
"So you blame... I have a couple of reactions. One is, it's nice to hear that you find the therapy useful and so on.",T,_qYgF_e4EQQ_5
It's very useful.,P,_qYgF_e4EQQ_6
"But there's also a way in which I'm feeling protected by you. You blame yourself for not being able to talk with your boyfriend, but somehow it feels like I'm being protected and you're taking all the blame or the criticism.",T,_qYgF_e4EQQ_7
"Well, I guess that's just how I feel. I don't think it can be your fault that I couldn't talk to my boyfriend. I couldn't talk to him and even though I thought about it a lot, it's been on my mind. I just don't see how it could be your fault.",P,_qYgF_e4EQQ_8
Maybe I'm giving unrealistic advice or maybe there's a way in which I'm not really fully understanding or appreciating just how difficult the situation is for you.,T,_qYgF_e4EQQ_9
"I think that's part of it, but it's not... I was the one who couldn't talk to him. I guess I just feel a little confused because I think your advice is very good and I would like to follow it. But when it came down to it, I just couldn't do it. My boyfriend works so hard and he's so stressed out right now. In the past when I've tried to talk with him, he doesn't respond or he leaves or he starts yelling at me. He's very hard to talk to. So I felt like in that situation, especially with something as stupid as dishes, I don't know.",P,_qYgF_e4EQQ_10
"It strikes me that you're so appreciative of your boyfriend's situation and so sort of belittling of yourself, like the dishes. In the same way, you're so appreciative of me as a therapist and so belittling of yourself in our relationship.",T,_qYgF_e4EQQ_11
"Yeah, you're definitely right. I hadn't thought of that actually. That's definitely true. I do sort of defer to other people sometimes. I don't know.",P,_qYgF_e4EQQ_12
"I just want to check something with you right now because we're talking about you deferring. On one hand, what I said seemed meaningful to you, but on the other hand, I'm wondering if maybe you're agreeing a little bit too readily.",T,_qYgF_e4EQQ_13
"Maybe I am, but I think I do agree. I really do agree with what you're saying. Maybe I'm too eager. I think you're absolutely right in what you're saying. Does it mean something?",P,_qYgF_e4EQQ_14
What would it be like not to agree with me right now?,T,_qYgF_e4EQQ_15
"It's hard to say. I do agree with you, so it's hard to say.",P,_qYgF_e4EQQ_16
What does it feel like to agree with me? Any sense of what that feels like inside?,T,_qYgF_e4EQQ_17
"It's two-sided. I'm obviously here for your help, so anything you say is going to be very valuable. I want to work with what you say. I don't want to fight against it. I think it's important to take what you have to say and really understand it. And on the other hand, I feel just sometimes when you told me to talk about being frustrated, it seemed like a hard thing to do. I really want our conversations to be productive. So I guess by agreeing with you sometimes, I forget a little. I guess I just get torn because when you told me to talk about my frustrations, sometimes it just can't be done, I feel. And that in itself frustrates me.",P,_qYgF_e4EQQ_18
"It feels to me like maybe I'm asking you to do the same thing right now with me that I was asking you to do with your boyfriend. I was asking you to talk about your frustration with your boyfriend and it couldn't be done, and it's like I'm doing the same thing right now with me. It's like putting you in an impossible situation.",T,_qYgF_e4EQQ_19
Yeah. I feel that way. I definitely do.,P,_qYgF_e4EQQ_20
"I don't know, like it's uncomfortable because it sucks. This therapy is just, like, I'm not getting anywhere. It's just not doing anything. It's uncomfortable talking about it because it's just like, I don't know.",P,nblFvpbetoE_1
"My sense is that you were trying to say something and then you just kind of, almost like you gave up there.",T,nblFvpbetoE_2
"Well, I'm trying to talk about it. I don't know what else you want me to do. I told you that I'm not feeling like I'm getting something out of the therapy. I feel like I'm being pretty clear, but I guess I'm not.",P,nblFvpbetoE_3
Are you feeling angry at me?,T,nblFvpbetoE_4
"I mean, I'm feeling angry that the therapy isn't working, like I've been saying. I'm feeling angry that I'm still in the place that I'm in even though I've been trying. I'm just feeling pissed in general, you know.",P,nblFvpbetoE_5
"Right. So I understand that you're pissed in general, but are you angry at me? It sounds to me, my sense is that you're feeling angry at me right now and if you are, I really want to know about it.",T,nblFvpbetoE_6
"Well, I guess there is a part of me that's a little angry that you're not helping me. I came to therapy because I wanted to feel better, and I guess I am feeling angry that that's not what I'm getting from you even though that's what I'm trying to get.",P,nblFvpbetoE_7
You're sounding really exasperated to me. How does it feel to tell me about this?,T,nblFvpbetoE_8
"It feels hard. It feels hard to say that I'm angry because it's not a comfortable thing to say or a comfortable thing to feel. It just makes me feel like, yeah.",P,nblFvpbetoE_9
"Okay. So I don't want to push you too hard, but can you say anymore about what's uncomfortable about this? I do understand that it's uncomfortable.",T,nblFvpbetoE_10
"It's not something I would ordinarily say to someone that I'm angry at them, so it feels like I feel kind of anxious now even saying it. I don't want you to think it's your fault. It feels like something I'm really not supposed to say.",P,nblFvpbetoE_11
So part of it sounds like you're concerned that I'm going to feel like you're blaming me.,T,nblFvpbetoE_12
"I mean, yeah, I guess. I don't want to do that. But it is hard to feel like I'm alone in this therapy. I've been coming here and trying and I'm just not getting anything from you.",P,nblFvpbetoE_13
"Okay, so that sounds really important. It sounds like you're feeling angry at me, maybe you're feeling disappointed, and you're feeling all alone and like you can't even really talk with me about this.",T,nblFvpbetoE_14
"Yeah, it feels really hard. I want to be able to.",P,nblFvpbetoE_15
Okay. All right. I'm really glad that we're talking about this and you're able to tell me more about how you're feeling about talking about it and my response right now.,T,nblFvpbetoE_16
"I'm still feeling a little anxious but I think it feels better that it's out there, I guess, that I've said it and I think maybe that helps a little.",P,nblFvpbetoE_17
"Okay, so at least it's out there, right? Okay, so maybe we can go from here.",T,nblFvpbetoE_18
"Hi Lauren, how are you doing today?",T,228-r0WGizM_1
"Good, how are you?",P,228-r0WGizM_2
"I'm doing well, thanks for asking. I'd like to ask you some questions about your memory.",T,228-r0WGizM_3
Okay.,P,228-r0WGizM_4
"Listen carefully, I'm going to say three words. You say them back after I stop. Ready?",T,228-r0WGizM_5
Okay.,P,228-r0WGizM_6
"Here they are: milk, sensible, before. Now repeat those words back to me.",T,228-r0WGizM_7
"Milk, sense, and before.",P,228-r0WGizM_8
"Let me repeat those again: milk, sensible, before.",T,228-r0WGizM_9
"Milk, sensible, and before.",P,228-r0WGizM_10
"Okay, now keep those words in mind. I'm going to ask you to say them again in a few minutes. Okay?",T,228-r0WGizM_11
Okay.,P,228-r0WGizM_12
What day is today?,T,228-r0WGizM_13
It's the weekend.,P,228-r0WGizM_14
What is the year?,T,228-r0WGizM_15
2015.,P,228-r0WGizM_16
What is the season?,T,228-r0WGizM_17
Hottish.,P,228-r0WGizM_18
What is the month of the year?,T,228-r0WGizM_19
September.,P,228-r0WGizM_20
What is the day of the week?,T,228-r0WGizM_21
Thursday.,P,228-r0WGizM_22
What is the date?,T,228-r0WGizM_23
7/15/15.,P,228-r0WGizM_24
Where are we now?,T,228-r0WGizM_25
We're in a building.,P,228-r0WGizM_26
What is the state?,T,228-r0WGizM_27
East Coast.,P,228-r0WGizM_28
What is the county?,T,228-r0WGizM_29
Dover.,P,228-r0WGizM_30
What is the city?,T,228-r0WGizM_31
Delaware.,P,228-r0WGizM_32
What is the name of the building?,T,228-r0WGizM_33
The college.,P,228-r0WGizM_34
What is the floor of the building?,T,228-r0WGizM_35
Two.,P,228-r0WGizM_36
What were those three words I asked you to remember?,T,228-r0WGizM_37
"Milk, sense, and before.",P,228-r0WGizM_38
"Now I'd like you to subtract seven from one hundred, then keep subtracting seven from each answer until I tell you to stop. What is one hundred takeaway seven?",T,228-r0WGizM_39
93.,P,228-r0WGizM_40
Keep going.,T,228-r0WGizM_41
86.,P,228-r0WGizM_42
Keep going.,T,228-r0WGizM_43
79.,P,228-r0WGizM_44
Keep going.,T,228-r0WGizM_45
72.,P,228-r0WGizM_46
Keep going.,T,228-r0WGizM_47
65.,P,228-r0WGizM_48
"Okay, that's good, thank you. What is this?",T,228-r0WGizM_49
An eye.,P,228-r0WGizM_50
What is this?,T,228-r0WGizM_51
Your ear.,P,228-r0WGizM_52
Now I'm going to ask you to repeat what I say. Ready?,T,228-r0WGizM_53
Yes.,P,228-r0WGizM_54
"It is a lovely sunny day, but too warm. Now you say that.",T,228-r0WGizM_55
"It is a lovely day, it's too warm.",P,228-r0WGizM_56
"Listen carefully because I'm going to ask you to do something. Look at these pictures and point to the circle, then point to the square, and then point to the triangle.",T,228-r0WGizM_57
"One, two, three.",P,228-r0WGizM_58
Okay.,T,228-r0WGizM_59
Please do what this says to do. Thank you.,T,228-r0WGizM_60
I put a piece of paper next to your chair if you could get that. Please write a sentence.,T,228-r0WGizM_61
About what?,P,228-r0WGizM_62
Write about where you live.,T,228-r0WGizM_63
Okay.,P,228-r0WGizM_64
Can I see that? Thank you.,T,228-r0WGizM_65
"On that same piece of paper, please copy this design.",T,228-r0WGizM_66
Okay.,P,228-r0WGizM_67
"Okay, let me see that. Okay, thank you. We're finished up with the questions, Lauren. I want to thank you for your help.",T,228-r0WGizM_68
Thank you.,P,228-r0WGizM_69
"Hi Ashley, how are you doing today?",T,pvTGgLtVDNU_1
I'm doing alright.,P,pvTGgLtVDNU_2
How have you been feeling over the last few days?,T,pvTGgLtVDNU_3
"Um, a little bit overwhelmed with school work and my boyfriend has been getting on my nerves quite a bit, but otherwise pretty good.",P,pvTGgLtVDNU_4
"So you have a few things going on, but overall you're feeling okay?",T,pvTGgLtVDNU_5
Mhm.,P,pvTGgLtVDNU_6
I remember during the last session you had some difficulties at work.,T,pvTGgLtVDNU_7
"Yeah, um, they seem to have been getting a little bit better with the homework that you gave me. It has helped me to identify when I'm getting a little more overwhelmed at work, and when I'm able to identify when I'm feeling that way, it's helped me to I guess meet my supervisor in the middle more or less, so I'm not as argumentative and she seems to be a little more impressed with my work performance, which has been good.",P,pvTGgLtVDNU_8
So identifying the automatic thoughts has helped you kind of negotiate that relationship more productively?,T,pvTGgLtVDNU_9
"Yeah, absolutely. Definitely.",P,pvTGgLtVDNU_10
"So you're able to complete the thought record, the homework?",T,pvTGgLtVDNU_11
"Mhm, yeah, and that's actually helped me a lot, not just with work, but when I'm out say grocery shopping and I start feeling that way, it's helped me to bring myself back down so I don't get overwhelmed and I don't get so anxious.",P,pvTGgLtVDNU_12
"Good, good. So that's a positive result. So I want to kind of set our structure for today, like what we'll be talking about today during this session. And I was wondering if there was a few things kind of on your mind, like what you wanted to discuss today.",T,pvTGgLtVDNU_13
"Oh, oh there's a couple things. All right, um, my coursework has been really bogging me down lately, and then while I'm still doing better at work, I'm still not where I want to be. I don't want to have to consciously think, you know, this is why I'm... I want to keep working on not being so argumentative at work. And then my boyfriend has been just like I said earlier really grating on my nerves and I... like I told him the other day that I wanted to break up with him, but he told me he was going to change and that things would get better, so I'm kind of torn with whether or not to continue in the relationship or just let it go. And at the same time I'm having a hard time keeping up with my schoolwork and getting everything done on time and it's... my homework isn't where I want it to be. Like I feel like I can do better.",P,pvTGgLtVDNU_14
"Now you're being pulled in a few directions here and all of these things are important to you, like all these things are bothering you, right? The school work lateness, the relationship at work, like you're doing better with that but you still want some improvement there, and then some relational challenges with your boyfriend.",T,pvTGgLtVDNU_15
Yeah.,P,pvTGgLtVDNU_16
"So I know it's difficult to prioritize concerns when they're all important to you, right? But if you only had say one thing to choose for today's session that you really wanted to work on as a priority, what would you choose?",T,pvTGgLtVDNU_17
"Ah, that's really hard.",P,pvTGgLtVDNU_18
"Well tell me about your thought process as you answer that question, as you think about that question.",T,pvTGgLtVDNU_19
"Well, I've been with my boyfriend for about nine months now and I thought that we were going to go into like marriage and children and I thought we had a future. But at the same time, my work, I need my job. I need it to pay bills and basically live. And at the same time, my schoolwork is very important because progressing in school and getting a better education will... I'll be able to get a better job, which will hopefully... it'll be a job in which I don't find myself where I am right now, budding heads with my supervisor all the time and everything.",P,pvTGgLtVDNU_20
"So again, it comes down to all three goals really are important to you. They all matter to you and you want to work on them. So I'm wondering as we think about trying to rank them, which is what we're really doing, right, is like trying to pick one as the most important. Which area do you think is interfering with your functioning the most? Like what's getting in the way of your mood being good or you accomplishing goals you need to accomplish to survive?",T,pvTGgLtVDNU_21
Probably my schoolwork.,P,pvTGgLtVDNU_22
Probably schoolwork? Tell me about that.,T,pvTGgLtVDNU_23
"Well, I think it's most important because, like I said, it'll set me up later in life. So not getting a good grade on an assignment really brings me down because I view it as a threat to my future. Because if I don't get a good grade, then I could possibly fail out of school, and failing out of school means I won't have a good job, if I don't have a good job, then I won't have a good relationship and everything.",P,pvTGgLtVDNU_24
"Okay, so that's the priority. So we'll look at that problem, the schoolwork issue. We'll make that the number one priority for today. And if we get through that and we have time, we can look at one of the other things that's going on. But I want to make sure we kind of set a structure so we know what we'll be talking about and what we want to accomplish. So what we'll do is I'll have you tell me a little bit more about that and kind of your thoughts and feelings and behaviors surrounding that schoolwork issue. And we'll go through some techniques and I'll assign some homework related to that, more or less like I did last time when it was the workplace challenge, the workplace relationship that was the challenge. Does that kind of make sense?",T,pvTGgLtVDNU_25
"Yeah, definitely.",P,pvTGgLtVDNU_26
Does that sound like an agenda that you're comfortable with for the session?,T,pvTGgLtVDNU_27
Absolutely. I think that getting my anxiety and being so overwhelmed with schoolwork will help me with sleep and... because when I'm overwhelmed I can't eat and it's hard to sleep and everything.,P,pvTGgLtVDNU_28
"Oh, so you could see it really helping you out. Great. Well give me just a minute to go grab some of the homework that I'm thinking of for today's session. I'll be right back and then we'll continue on.",T,pvTGgLtVDNU_29
"Okay, cool. Thanks.",P,pvTGgLtVDNU_30
"Hi Carly, how you doing today?",T,RsI7Iycy5H4_1
We're good. What about you?,P,RsI7Iycy5H4_2
"I'm doing well, thanks for asking. How'd you do this week?",T,RsI7Iycy5H4_3
"Better. Last time we talked about postponed gratification and you wanted me to try 10 minutes. I did better, and was able to put it off several times. One day I went for a walk and ended up putting it off for an hour.",P,RsI7Iycy5H4_4
"All right. So it sounds like you were able to maintain waiting 10 minutes to smoke marijuana, at least in most cases.",T,RsI7Iycy5H4_5
It was rough.,P,RsI7Iycy5H4_6
"It was difficult for you, but you held off for 10 minutes and sometimes longer because something else came up.",T,RsI7Iycy5H4_7
Mm-hm.,P,RsI7Iycy5H4_8
And it sounds like there were a few instances where you were able to hold it off longer because something else kind of came up.,T,RsI7Iycy5H4_9
"Yeah, I talked to a couple people on the phone and before I knew it, half an hour had gone by.",P,RsI7Iycy5H4_10
So another activity presented itself and you forgot about the marijuana?,T,RsI7Iycy5H4_11
"Kind of, I just wasn't thinking about it.",P,RsI7Iycy5H4_12
So have your feelings about marijuana changed since we last talked?,T,RsI7Iycy5H4_13
"No, not really.",P,RsI7Iycy5H4_14
Tell me about that.,T,RsI7Iycy5H4_15
I don't see it as a problem. It's legal in many states and it's not that bad for you. It doesn't endanger me much.,P,RsI7Iycy5H4_16
"You still believe you should have the right to smoke, but you want to go back to work for your uncle and you need to be clean for a few months.",T,RsI7Iycy5H4_17
"Yeah, I'm not hurting anybody else.",P,RsI7Iycy5H4_18
But at the same time you want to go back to work. I guess you'd go work for your uncle. And you need to be clean for two or three months?,T,RsI7Iycy5H4_19
"Yeah, I think two to three months.",P,RsI7Iycy5H4_20
So you have opposing forces: your enjoyment of marijuana and the need for that job.,T,RsI7Iycy5H4_21
"My parents want me to move out, and it'd be nice to have that job, but I don't see why I have to sacrifice something I like.",P,RsI7Iycy5H4_22
"It doesn't seem fair to you, but you recognize it's the reality. It comes down to marijuana use or employment.",T,RsI7Iycy5H4_23
Yeah.,P,RsI7Iycy5H4_24
So it really does come down in your instance to marijuana use or employment.,T,RsI7Iycy5H4_25
"Yeah, that's pretty accurate.",P,RsI7Iycy5H4_26
Okay. So you're not happy about that choice.,T,RsI7Iycy5H4_27
Not at all.,P,RsI7Iycy5H4_28
"With the postponed gratification, I asked you to wait 10 minutes and you did. Were you able to track the number of times you smoked this week?",T,RsI7Iycy5H4_29
"Yeah, for the most part.",P,RsI7Iycy5H4_30
Do you remember how many times that was?,T,RsI7Iycy5H4_31
"Um, I think I did like 15 to 20 times.",P,RsI7Iycy5H4_32
How many times did something come up in that 10-minute span that distracted you?,T,RsI7Iycy5H4_33
Almost closer to 20 times. Phone calls or texts distracted me and I was able to put it off for a bit.,P,RsI7Iycy5H4_34
"In that 10 minutes, things can happen that help you avoid using. Was the experience tolerable?",T,RsI7Iycy5H4_35
"Yeah, it wasn't bad.",P,RsI7Iycy5H4_36
"For next week, could we try postponing that gratification from 10 minutes to 20 minutes?",T,RsI7Iycy5H4_37
"I don't know, that seems like a long time.",P,RsI7Iycy5H4_38
Yeah?,T,RsI7Iycy5H4_39
That seems like a longer time.,P,RsI7Iycy5H4_40
It definitely is a longer time.,T,RsI7Iycy5H4_41
I don't know about that. Maybe 15 minutes?,P,RsI7Iycy5H4_42
Want to compromise at 15? Do you think you could maintain waiting 15?,T,RsI7Iycy5H4_43
I think I could try. It'd be a lot easier than 20.,P,RsI7Iycy5H4_44
Let's go with 15 minutes. Consider alternatives like walking or watching TV to distract yourself during that time.,T,RsI7Iycy5H4_45
Yeah.,P,RsI7Iycy5H4_46
What else would you do instead? Like binge watch TV?,T,RsI7Iycy5H4_47
Binge watch TV.,P,RsI7Iycy5H4_48
Perhaps in those 15 minutes you could start watching a show you like. Does that make sense?,T,RsI7Iycy5H4_49
"Yeah, it doesn't make it easier but I see how it helps.",P,RsI7Iycy5H4_50
"It's tough. If we're successful with 15, we can move it up from there.",T,RsI7Iycy5H4_51
Maybe. We'll see how 15 goes.,P,RsI7Iycy5H4_52
I'm hoping that will give you more opportunities for something else to get in the way. I want you to plan an activity for that time and track each instance. Does that sound like a plan?,T,RsI7Iycy5H4_53
"Yeah, I think I can give that a try.",P,RsI7Iycy5H4_54
Good. Write down each time you initiate a wait period and what the outcome was.,T,RsI7Iycy5H4_55
"Okay, I think I can manage that.",P,RsI7Iycy5H4_56
All right. We'll go with that and I'll see you in a week.,T,RsI7Iycy5H4_57
Okay. Thank you.,P,RsI7Iycy5H4_58
"Hey Carly, how are you doing today?",T,L4oDAYZWLhs_1
"I'm good, how are you?",P,L4oDAYZWLhs_2
"I'm doing well, thanks for asking. What's been going on this last week?",T,L4oDAYZWLhs_3
"I've just been feeling like kind of in a rut. I've been looking for a job and hadn't really gotten anywhere. And then I had a drink the other night and I just felt like me not having a job and me going out and having that drink was just, it wasn't deserved. I just felt like such a loser because that was a time that I should have been at work if I had a job and instead I was at the bar drinking. So I had one drink and then it led to another because then I just felt worse and I figured I'd had one, so...",P,L4oDAYZWLhs_4
"Alright, so how much did you drink in total?",T,L4oDAYZWLhs_5
I think I lost track after four or five.,P,L4oDAYZWLhs_6
"Alright, and how long had it been since you had a drink before that?",T,L4oDAYZWLhs_7
"I did really well. It was, I think like three weeks. Three weeks or so.",P,L4oDAYZWLhs_8
"Alright, so you did really well and then you had one drink and that just made you feel like you weren't successful.",T,L4oDAYZWLhs_9
I felt like a loser.,P,L4oDAYZWLhs_10
And you feel that kind of led to drinking some more.,T,L4oDAYZWLhs_11
So you had a rough time of things. Yeah. And how about now?,T,L4oDAYZWLhs_12
"I mean now I just kind of, I don't know, I'm afraid to go back. Like I'm afraid to go out with some friends. They invite me out to dinner, but I know there's alcohol and...",P,L4oDAYZWLhs_13
"Is that where you were when you had that first drink? Was that with friends? Yeah. All right, so there's a few things going on. We've talked in the past about separating the behavior from the person. Right? So behavior is what we do, not who we are. You remember those discussions? And correct me if I'm wrong, but it sounds like when you had that first drink, you're kind of ashamed that you had a drink and you had it during the time when you would have been working.",T,L4oDAYZWLhs_14
"Yeah, that's pretty accurate.",P,L4oDAYZWLhs_15
"Alright, so taking yourself kind of back to that moment where you had that first drink, like you finished that first drink, what was your thought at that moment?",T,L4oDAYZWLhs_16
"Just like shameful. Like I did really, really well and then here I was and I had just finished a drink and I knew I wanted another one.",P,L4oDAYZWLhs_17
"Okay, so shameful's kind of like the feeling, but the thought is I did really, really well. Right? So that's what you were thinking was I did really, really well. And was that the end of the thought or was there more before you had that next drink?",T,L4oDAYZWLhs_18
I guess just I was doing well and then I had the drink and I just felt like an awful person. So I figured what was the hurt in having more?,P,L4oDAYZWLhs_19
"Alright, so the sequence would have been you had the drink, you felt shameful at the same time you're thinking that you were doing really well and then you just, as you've said before, you just felt like a loser and then you decided might as well just have the second drink. Yeah. So you could see how there's some thoughts and some feelings at work right as you finished that first drink. Was it fairly quick? Were those thoughts and feelings occurring right away after the drink?",T,L4oDAYZWLhs_20
"Yeah, I would say as I was finishing and then finished.",P,L4oDAYZWLhs_21
"So right away you regretted it. And in that regret, as you thought about it, thought might as well just continue drinking now because you kind of blow it at that point.",T,L4oDAYZWLhs_22
"I already messed up, I might as well keep going.",P,L4oDAYZWLhs_23
"Okay. And that's a common cycle to fall into. And you had three weeks where you hadn't had a drink prior to that. So let's look at this, let's try to separate the behavior from the self a little bit. If you had a friend who was in the same predicament, right, who had a history of using alcohol and then had three weeks without any alcohol use and then their behavior was to have a drink. What would you think of them?",T,L4oDAYZWLhs_24
"I would think that they had a rough day or something must have happened where, I mean it's just one drink.",P,L4oDAYZWLhs_25
"Okay, they had a rough day but one drink. And what would you think of their behavior? How would you categorize that behavior?",T,L4oDAYZWLhs_26
I guess just they made a mistake.,P,L4oDAYZWLhs_27
"So not ideal. Depending on their point of view, maybe a little irresponsible.",T,L4oDAYZWLhs_28
"Yeah, I think irresponsible would be...",P,L4oDAYZWLhs_29
"Irresponsible. But you wouldn't necessarily characterize them as a bad person. But their behavior was a bit irresponsible, you know, in terms of like their recovery plan, which would be to not drink. But when you apply that same examination to your own situation, how do you characterize yourself after you had that first drink?",T,L4oDAYZWLhs_30
"It was my mistake, and it makes me a worse person for doing it.",P,L4oDAYZWLhs_31
"So you see how you're being a little, well quite a bit rougher on yourself, like your evaluation of yourself is fairly harsh. You mentioned loser earlier and ashamed, whereas you wouldn't necessarily evaluate someone else that way. How would you evaluate your behavior? How would you judge your behavior of taking that first drink?",T,L4oDAYZWLhs_32
"Shameful. I mean, irresponsible, just bad overall.",P,L4oDAYZWLhs_33
"So bad, irresponsible, shameful. Is there a way to separate that behavior in terms of the way you evaluate it from yourself? Like, are you and the behavior together, enmeshed, or can you be separated?",T,L4oDAYZWLhs_34
"I would think we could be separated, but it feels like we're, like I am that behavior.",P,L4oDAYZWLhs_35
"In that moment, it's very congruent for you. Right, the shame matches the behavior, the behavior matches shame, like they're one at that moment. But really, logically, rationally, you're you, right, and you have an identity and values, and your behavior is something you do. But in the moment it's hard for you to see that. Looking back on it now, are you able to see the distinction between what people do and what they are?",T,L4oDAYZWLhs_36
"Yeah. I mean, just because you have one drink doesn't make you a horrible person, I would think, right?",P,L4oDAYZWLhs_37
"Certainly not, no. And you were clean for three weeks and you had one drink, so really your behavior was a slip. Right? It was, and irresponsible in relationship to your goals, I suppose, but still a slip. And you could have stopped. But that shame got a hold of you, right, that thought, well now I've done it, I blew it. Yeah. So with that mentality, you kind of set yourself up for drinking more. So I think this is important because we've seen this cycle, like where you have weeks of sobriety and then you'll drink a bit and then have weeks of sobriety. And I'm wondering if part of the difficulty you're facing is you're not coping with the slips as just slips.",T,L4oDAYZWLhs_38
Okay.,P,L4oDAYZWLhs_39
You're allowing them to be gateways into a lot more drinking than a slip. Does that make sense?,T,L4oDAYZWLhs_40
"Yeah, that sounds pretty accurate.",P,L4oDAYZWLhs_41
"And you see how the shameful feelings kind of just interfere with the behavior that you really, with what's really consistent with your goals, which would be to not continue drinking. Another piece of this too is the associating with friends who drink. You're putting yourself in a treacherous situation. And again, that's a behavior. Right, that doesn't make you one way or the other, it's a behavior. How would you judge that behavior, going out with friends?",T,L4oDAYZWLhs_42
"I don't know, I mean it's difficult because I like being around those people, but I guess it would be, it's risky.",P,L4oDAYZWLhs_43
"Risky, okay. It's a risky behavior. And what does it make you? Who are you because you do that behavior? Like how do you feel about yourself when you take that risky behavior?",T,L4oDAYZWLhs_44
Guilty.,P,L4oDAYZWLhs_45
"Okay. So you have guilt when you go out with your friends, and then you have shame if you drink. And both, in this case, both emotions that kind of point you the direction of more drinking. So part of this behavioral strategy here is to avoid those circumstances, like to recognize that that's a risky behavior which you have, and the other part would be to deal more effectively if you do slip.",T,L4oDAYZWLhs_46
Okay.,P,L4oDAYZWLhs_47
Does that separation of what we do and who we are make sense to you rationally?,T,L4oDAYZWLhs_48
Kind of. It feels a little unnatural though.,P,L4oDAYZWLhs_49
"Yeah. So maybe as you're confronting similar situations over the course of the next week, you could be aware of behaviors that might put you at risk and try to separate your identity from that behavior. So just judge the behavior. Okay. And don't pass any judgment on yourself. Does that make sense?",T,L4oDAYZWLhs_50
"Kind of, yeah.",P,L4oDAYZWLhs_51
"It might help you to, since it's a little tough to, because right now the feeling and the judgment are intertwined, right, it might help to write it down when these things happen, and kind of write down like one row for this is how I judge this behavior that I'm thinking about doing, and this is how I judge myself. So if you see a lot of self-judgment, that might be a clue that you're falling into that cycle a little bit, where you're making your decisions based on that emotion instead of a rational judgment of behavior. Would that help a little bit?",T,L4oDAYZWLhs_52
"Yeah, I think that would probably be beneficial.",P,L4oDAYZWLhs_53
"Alright, so that'll be our plan going forward until next week is note, document your judgment about your behavior and any judgment you may have about yourself. Alright, and there's some insight that can be gained there, right, if you kind of distinguish the two, and make a note of those and try to use that evidence before making a decision that might put you in a risky spot. Okay. Sound like a plan?",T,L4oDAYZWLhs_54
"Yeah, I think I can try that.",P,L4oDAYZWLhs_55
"Okay, good. I'll see you next week and we'll see how you did with those goals.",T,L4oDAYZWLhs_56
Okay.,P,L4oDAYZWLhs_57
"Hi Maria, how you doing today?",T,LmB3ZQ2F1MY_1
I'm doing well. How are you?,P,LmB3ZQ2F1MY_2
"I'm doing well, thanks for asking. How have things been going?",T,LmB3ZQ2F1MY_3
"Um, okay. I've been having some trouble with some friends and stuff and, I don't know, I just think people just don't get me. I just don't think people get me. And...",P,LmB3ZQ2F1MY_4
They don't understand you? Your friends don't understand you?,T,LmB3ZQ2F1MY_5
"No, they just don't and right now I just, you know, I just don't want to be friends with anybody right now because they just don't understand me and I don't know, I think I'm just not going to have friends for a while.",P,LmB3ZQ2F1MY_6
That seems like a fairly large shift from kind of your position before on having friends. You seemed to really like spending time with them. Has something happened that precipitated this?,T,LmB3ZQ2F1MY_7
"Well, you know, I just said some things and now it's just gotten out of hand and um I just think I need to break from this friendship group for a little bit.",P,LmB3ZQ2F1MY_8
You seem upset about this.,T,LmB3ZQ2F1MY_9
"Yeah, I mean, we were just talking about some things and, you know, uh I was just telling them that uh I play tennis and I enjoy tennis and I was just, and then maybe went on a little bit about how I play tennis.",P,LmB3ZQ2F1MY_10
Tell me about that.,T,LmB3ZQ2F1MY_11
"Well, it's a little embarrassing. I just, I was exaggerating about how I play tennis and they were telling me how they uh want to go to the US Open and they want to go every year because they they love it. And uh I've never been really, but I wanted to, I wanted to be part of the conversation a little bit so I told them that um I had studied under a famous tennis player and then um they were really impressed with that and so I just kept talking about that and all the stuff that I learned and told them that I was really good at tennis. So...",P,LmB3ZQ2F1MY_12
And in reality...,T,LmB3ZQ2F1MY_13
"I've maybe played a couple of times. So, and I've never met that person, let alone studied under them. And I really don't know how I got to the point where I was elaborating the story and so um they want to, they want to have some lessons, they want to learn what I learned under this person and um, you know, they started talking about getting together and at that moment I kind of got caught up and I said sure and um yeah, we'll schedule it like Saturday mornings, we'll we'll get together and we'll just kind of hit together and play some sets and I I don't know, I don't know what to do. It's just really embarrassing now because they're going to know that I really don't know how to play tennis. Um, you know, I could maybe have faked it a little bit, but now they think I've had professional training, so...",P,LmB3ZQ2F1MY_14
So it's going to be very obvious to them that you weren't being completely honest if you have to play tennis with them.,T,LmB3ZQ2F1MY_15
