Video ID,Title,Duration,URL,Speakers,Segments,Input Tokens,Output Tokens,Cost (USD),Cost (INR),Status,Processed At
7xFAWq5WQRI,Crisis Planning- Emergency Department,00:05:58,https://www.youtube.com/watch?v=7xFAWq5WQRI,2,41,9245,2131,$0.015638,₹1.49,success,2026-05-03T16:42:46.419579
7LD8iC4NqXM,Case study clinical example CBT: First session with a client with symptoms of depression (CBT model),00:13:54,https://www.youtube.com/watch?v=7LD8iC4NqXM,2,70,21151,4309,$0.034078,₹3.24,success,2026-05-03T16:43:31.014449
eIDhKWAsWuY,Clinical Supervision for Counseling - Confidence Issues with CBT Techniques,00:09:19,https://www.youtube.com/watch?v=eIDhKWAsWuY,0,0,14283,3715,$0.025428,₹2.42,success,2026-05-03T16:43:43.076565
o6AdcHbVujg,Clinical Supervision for Counseling - Intervening when a Supervisee is Attracted to a Client,00:09:07,https://www.youtube.com/watch?v=o6AdcHbVujg,1,18,13961,1116,$0.017309,₹1.64,success,2026-05-03T16:43:45.630122
q7Idcbbpbqc,Clinical Supervision for Counseling - Addressing Counselor Burnout,00:09:02,https://www.youtube.com/watch?v=q7Idcbbpbqc,1,45,13852,2485,$0.021307,₹2.02,success,2026-05-03T16:43:49.021443
xkbEtIr08JU,Clinical Supervision for Counseling - Confidence Issues after Assessing a Suicidal Client,00:08:02,https://www.youtube.com/watch?v=xkbEtIr08JU,2,36,12339,1683,$0.017388,₹1.65,success,2026-05-03T16:44:01.931567
z8L5Nwa0nxc,Clinical Supervision for Counseling - Countertransference,00:06:42,https://www.youtube.com/watch?v=z8L5Nwa0nxc,1,33,10355,1901,$0.016058,₹1.53,success,2026-05-03T16:44:39.253407
Zwsl7zsS7cw,Cognitive Behavioural Therapy- Using a CBT Worksheet,00:07:43,https://www.youtube.com/watch?v=Zwsl7zsS7cw,2,37,11873,1730,$0.017063,₹1.62,success,2026-05-03T16:44:39.807025
wkQS_NWleMU,Cognitive Behavioural Therapy- Explanation of the Principles,00:05:35,https://www.youtube.com/watch?v=wkQS_NWleMU,2,19,8670,1564,$0.013362,₹1.27,success,2026-05-03T16:44:42.206548
oWMNskk8nzY,Clinical Supervision for Counseling - Moving Sessions Beyond the Superficial,00:06:37,https://www.youtube.com/watch?v=oWMNskk8nzY,1,36,10221,2140,$0.016641,₹1.58,success,2026-05-03T16:45:09.803585
MzoeBJyVlE0,Sample Problem-Focused Standardized Patient Encounter,00:13:42,https://www.youtube.com/watch?v=MzoeBJyVlE0,2,123,20854,6859,$0.041431,₹3.94,success,2026-05-03T16:45:15.779392
F-zT2tj53NY,Effective Motivational Interviewing Approach with a Teen,00:03:25,https://www.youtube.com/watch?v=F-zT2tj53NY,2,20,5412,1448,$0.009756,₹0.93,success,2026-05-03T16:45:53.557939
dUwN6GI-0EQ,The Interview,00:11:47,https://www.youtube.com/watch?v=dUwN6GI-0EQ,2,37,17966,2401,$0.025169,₹2.39,success,2026-05-03T16:46:17.341874
nkWrkwPDxvw,Clinical Interviewing Role Play   Part 2,00:15:33,https://www.youtube.com/watch?v=nkWrkwPDxvw,2,44,23610,2007,$0.029631,₹2.81,success,2026-05-03T16:46:25.350841
keSGvlBzQWg,Clinical Interviewing Role Play   Part 1,00:38:59,https://www.youtube.com/watch?v=keSGvlBzQWg,2,83,58779,4514,$0.072321,₹6.87,success,2026-05-03T16:46:35.217789
_HIotEzcUEU,Clinical Interviewing Role Play   Part 3,00:29:34,https://www.youtube.com/watch?v=_HIotEzcUEU,2,74,44654,3549,$0.055301,₹5.25,success,2026-05-03T16:46:55.187206
SSJFJpk0osU,Clinical communication skills - explanation Skills,00:08:05,https://www.youtube.com/watch?v=SSJFJpk0osU,2,85,12427,4306,$0.025345,₹2.41,success,2026-05-03T16:47:00.788406
Kusv2J0M19E,Anger Management in Counseling and Psychotherapy Video,00:02:45,https://www.youtube.com/watch?v=Kusv2J0M19E,2,20,4430,1424,$0.008702,₹0.83,success,2026-05-03T16:47:08.557044
mZc43xBB3qk,Example of EFT: Process-Experiential Therapy for Depression,00:17:03,https://www.youtube.com/watch?v=mZc43xBB3qk,2,93,25866,5142,$0.041292,₹3.92,success,2026-05-03T16:47:52.444996
ZJQgSGp18Mc,Emotionally Focused Therapy for Gay Couples Video,00:03:53,https://www.youtube.com/watch?v=ZJQgSGp18Mc,2,13,6114,785,$0.008469,₹0.80,success,2026-05-03T16:47:53.648710
w8namZ5rt2k,Cognitive Behavioural Therapy Techniques for Psychosis,00:05:51,https://www.youtube.com/watch?v=w8namZ5rt2k,2,38,9068,2309,$0.015995,₹1.52,success,2026-05-03T16:47:54.096826
N8iqH9qwIAQ,Clinical communication skills - communication using an interpreter,00:15:27,https://www.youtube.com/watch?v=N8iqH9qwIAQ,2,42,23483,1781,$0.028826,₹2.74,success,2026-05-03T16:47:59.409667
pGhtido14gk,Emotionally Focused Therapy for Lesbian Couples Video,00:03:13,https://www.youtube.com/watch?v=pGhtido14gk,2,21,5130,1274,$0.008952,₹0.85,success,2026-05-03T16:48:15.064676
I7QiPXqL9pY,Clinical communication skills - communication with child patients version 2,00:06:55,https://www.youtube.com/watch?v=I7QiPXqL9pY,2,25,10671,1166,$0.014169,₹1.35,success,2026-05-03T16:49:08.643612
iBp75KNuLb8,DBT for Anxiety Mock Interview,00:19:44,https://www.youtube.com/watch?v=iBp75KNuLb8,2,74,29897,3551,$0.040550,₹3.85,success,2026-05-03T16:49:21.937365
FsYLmLoPPwk,Communication Skills 1,00:06:35,https://www.youtube.com/watch?v=FsYLmLoPPwk,2,25,10171,1928,$0.015955,₹1.52,success,2026-05-03T16:49:46.290965
PjHy2v18TaQ,CBT Mock Session-Bethany,00:17:22,https://www.youtube.com/watch?v=PjHy2v18TaQ,2,82,26352,3434,$0.036654,₹3.48,success,2026-05-03T16:49:46.994602
ofnnuwscA1Y,DBT for Anger Mock Interview,00:20:55,https://www.youtube.com/watch?v=ofnnuwscA1Y,2,69,31683,3715,$0.042828,₹4.07,success,2026-05-03T16:49:48.805701
92jbfcpiA9Y,CBT Mock Session,00:18:59,https://www.youtube.com/watch?v=92jbfcpiA9Y,2,51,28779,2639,$0.036696,₹3.49,success,2026-05-03T16:49:52.178648
3rSt4KIaN8I,Advanced Motivational Interviewing: Depression,00:13:58,https://www.youtube.com/watch?v=3rSt4KIaN8I,2,100,21244,5332,$0.037240,₹3.54,success,2026-05-03T16:50:35.954685
0Q4eXoTvDBc,Employer Talks: Kayla van Bruinessen,00:04:22,https://www.youtube.com/watch?v=0Q4eXoTvDBc,1,24,6854,1408,$0.011078,₹1.05,success,2026-05-03T16:50:37.939073
T33j_ZETzUs,Role Play: Solution Focused Therapy,00:11:53,https://www.youtube.com/watch?v=T33j_ZETzUs,2,33,18132,2768,$0.026436,₹2.51,success,2026-05-03T16:50:47.223858
Cg4BbnkBavQ,Clinical communication skills - verbal communication - version 2 of 2,00:10:50,https://www.youtube.com/watch?v=Cg4BbnkBavQ,2,58,16547,3211,$0.026180,₹2.49,success,2026-05-03T16:50:51.523508
Cgut_WRNywo,Clinical communication skills - verbal communication - version 1 of 2,00:10:51,https://www.youtube.com/watch?v=Cgut_WRNywo,2,66,16565,3708,$0.027689,₹2.63,success,2026-05-03T16:50:52.890437
x7HJmVx3qN4,Role Play: Cognitive Behaviour Therapy,00:12:37,https://www.youtube.com/watch?v=x7HJmVx3qN4,2,63,19219,3890,$0.030889,₹2.93,success,2026-05-03T16:51:22.865969
58_UJc4XjLo,Learning ACT // Part 8: The ACT Therapeutic Stance,00:11:58,https://www.youtube.com/watch?v=58_UJc4XjLo,2,21,18238,2505,$0.025753,₹2.45,success,2026-05-03T16:51:38.549347
zdsaW_TSzHU,Role Play: Behaviour Therapy,00:09:49,https://www.youtube.com/watch?v=zdsaW_TSzHU,3,51,15029,2852,$0.023585,₹2.24,success,2026-05-03T16:51:48.769153
-i4IwA5MZ1c,Learning ACT // Part 7: Building Patterns of Committed Action,00:09:45,https://www.youtube.com/watch?v=-i4IwA5MZ1c,2,36,14918,2073,$0.021137,₹2.01,success,2026-05-03T16:52:17.065027
-GaYArbWL1Q,Learning ACT // Part 6: Defining Valued Directions,00:21:18,https://www.youtube.com/watch?v=-GaYArbWL1Q,2,72,32255,5358,$0.048329,₹4.59,success,2026-05-03T16:52:39.882116
8p7vNzCpu2Q,Learning ACT // Part 5: Distinguishing Conceptualized Self from Self-as-Context,00:16:07,https://www.youtube.com/watch?v=8p7vNzCpu2Q,2,46,24462,3089,$0.033729,₹3.20,success,2026-05-03T16:52:44.035331
oT2iPNcPejA,Learning ACT // Part 4: Getting in Contact with the Present Moment,00:14:13,https://www.youtube.com/watch?v=oT2iPNcPejA,2,51,21628,3392,$0.031804,₹3.02,success,2026-05-03T16:52:56.267170
67I6g1I7Zao,Motivational Interviewing - Good Example - Alan Lyme,00:09:23,https://www.youtube.com/watch?v=67I6g1I7Zao,2,31,14384,1867,$0.019985,₹1.90,success,2026-05-03T16:53:23.173926
KpRQvcW2kUM,EMDR Therapy Session demo by Psychologist Dr. Becky Spelman,00:06:59,https://www.youtube.com/watch?v=KpRQvcW2kUM,3,37,10779,1704,$0.015891,₹1.51,success,2026-05-03T16:53:37.889651
21UTRCWbv20,Learning ACT // Part 2: Developing Acceptance/Willingness,00:12:56,https://www.youtube.com/watch?v=21UTRCWbv20,2,42,19693,2443,$0.027022,₹2.57,success,2026-05-03T16:53:41.549959
dNfM2ihfSSE,Learning ACT // Part 3: Undermining Cognitive Fusion,00:25:09,https://www.youtube.com/watch?v=dNfM2ihfSSE,2,45,38017,2575,$0.045742,₹4.35,success,2026-05-03T16:53:47.118692
A-m_aIQfXZA,SCENE 15 Suicide risk assessment,00:16:33,https://www.youtube.com/watch?v=A-m_aIQfXZA,2,49,25131,2782,$0.033477,₹3.18,success,2026-05-03T16:54:21.419964
zdha69z2VaA,SCENE 12 Exploring feelings,00:06:36,https://www.youtube.com/watch?v=zdha69z2VaA,2,35,10205,1955,$0.016070,₹1.53,success,2026-05-03T16:54:23.753316
n17O4_Uy6Vk,SCENE 13 Ending a session on time,00:04:43,https://www.youtube.com/watch?v=n17O4_Uy6Vk,2,31,7379,1957,$0.013250,₹1.26,success,2026-05-03T16:54:28.162848
P99PqrK775g,SCENE 14 Assessment feedback,00:08:42,https://www.youtube.com/watch?v=P99PqrK775g,2,30,13342,3117,$0.022693,₹2.16,success,2026-05-03T16:54:28.713335
0b9WEFYrdDk,SCENE 16 Working with a client in a domestic-violence situation,00:15:55,https://www.youtube.com/watch?v=0b9WEFYrdDk,2,47,24171,2073,$0.030390,₹2.89,success,2026-05-03T16:54:58.852021
wYTzxk1g5LI,SCENE 9 Younger therapist working with an older client,00:09:54,https://www.youtube.com/watch?v=wYTzxk1g5LI,2,17,15157,2396,$0.022345,₹2.12,success,2026-05-03T16:55:26.125014
0Ak1EonaL7g,SCENE 8 Working with a difficult client,00:07:39,https://www.youtube.com/watch?v=0Ak1EonaL7g,2,36,11768,2651,$0.019721,₹1.87,success,2026-05-03T16:55:33.203676
Kv2s834dG5c,SCENE 7 Managing therapeutic boundaries in rural areas,00:03:17,https://www.youtube.com/watch?v=Kv2s834dG5c,2,22,5219,1321,$0.009182,₹0.87,success,2026-05-03T16:55:33.963746
w5tsDZtXBlE,SCENE 10 Interview with an adolescent,00:09:00,https://www.youtube.com/watch?v=w5tsDZtXBlE,2,87,13797,4219,$0.026454,₹2.51,success,2026-05-03T16:55:44.055556
hUQiq1mou78,SCENE 11 Therapist countertransference and supervision,00:19:13,https://www.youtube.com/watch?v=hUQiq1mou78,2,71,29117,3574,$0.039839,₹3.78,success,2026-05-03T16:56:12.670310
Dfo1wiPkUK0,SCENE 6 Working with a distressed client,00:04:35,https://www.youtube.com/watch?v=Dfo1wiPkUK0,2,19,7169,1667,$0.012170,₹1.16,success,2026-05-03T18:01:38.333830
J7eKv_pW1bk,SCENE 2 Therapy becomes a chat,00:01:55,https://www.youtube.com/watch?v=J7eKv_pW1bk,2,16,3165,836,$0.005673,₹0.54,success,2026-05-03T18:01:55.894079
ANs9s7_u8SE,SCENE 1 Discussing confidentiality,00:03:44,https://www.youtube.com/watch?v=ANs9s7_u8SE,2,32,5887,1747,$0.011128,₹1.06,success,2026-05-03T18:02:18.563641
G8atkQwFgPE,SCENE 3 Therapist being rigid,00:12:11,https://www.youtube.com/watch?v=G8atkQwFgPE,2,35,18580,2023,$0.024649,₹2.34,success,2026-05-03T18:02:23.268429
5UHbkDeYYYY,SCENE 5 Cross-cultural interview,00:19:38,https://www.youtube.com/watch?v=5UHbkDeYYYY,2,61,29739,6331,$0.048732,₹4.63,success,2026-05-03T18:02:45.524822
gFVeSopv--w,SCENE 4 Gifts from a client,00:08:09,https://www.youtube.com/watch?v=gFVeSopv--w,2,38,12531,2800,$0.020931,₹1.99,success,2026-05-03T18:02:49.934023
QmFwph3ql3w,Alcohol Dependence Syndrome | 2012,00:07:11,https://www.youtube.com/watch?v=QmFwph3ql3w,2,64,11077,2946,$0.019915,₹1.89,success,2026-05-03T18:03:14.315107
DJSTzTdXwWc,Downward Arrow,00:11:12,https://www.youtube.com/watch?v=DJSTzTdXwWc,3,77,17093,4486,$0.030551,₹2.90,success,2026-05-03T18:03:23.834415
EvLquWI8aqc,Motivational Interviewing (MI) for Addictions Video,00:05:35,https://www.youtube.com/watch?v=EvLquWI8aqc,2,10,8675,920,$0.011435,₹1.09,success,2026-05-03T18:03:49.277835
8mQZzlQXK1Q,Cognitive Behaviour Therapy example,00:04:32,https://www.youtube.com/watch?v=8mQZzlQXK1Q,2,14,7106,975,$0.010031,₹0.95,success,2026-05-03T18:03:49.932714
nFwAiO22g4Y,"2011 Yale-NEABPD New Haven, CT",00:31:47,https://www.youtube.com/watch?v=nFwAiO22g4Y,2,36,47986,2404,$0.055198,₹5.24,success,2026-05-03T18:03:56.341757
xaHms5z-yuM,Sue Johnson Emotionally Focused Couples Therapy (EFT) in Action Video,00:03:49,https://www.youtube.com/watch?v=xaHms5z-yuM,2,17,6030,1201,$0.009633,₹0.92,success,2026-05-03T18:04:01.307504
YuFmc3y72Nw,Feminist Therapy,00:18:48,https://www.youtube.com/watch?v=YuFmc3y72Nw,2,18,28509,1352,$0.032565,₹3.09,success,2026-05-03T18:04:46.799392
ufXwxYsVaeA,Multicultural Counseling Part 1,00:10:56,https://www.youtube.com/watch?v=ufXwxYsVaeA,2,80,16704,3885,$0.028359,₹2.69,success,2026-05-03T18:05:02.566492
NiPQIhbrKFk,Multicultural Counseling Part 2,00:10:37,https://www.youtube.com/watch?v=NiPQIhbrKFk,2,41,16214,1801,$0.021617,₹2.05,success,2026-05-03T18:05:17.639683
4-bH55MCa1U,Psychiatric Interviews for Teaching: Somatisation,00:17:13,https://www.youtube.com/watch?v=4-bH55MCa1U,2,73,26119,3753,$0.037378,₹3.55,success,2026-05-03T18:05:22.305471
824H2W-h5Kg,Psychiatric Interviews for Teaching: Self-Harm,00:11:57,https://www.youtube.com/watch?v=824H2W-h5Kg,2,82,18227,4145,$0.030662,₹2.91,success,2026-05-03T18:05:53.145943
ZB28gfSmz1Y,Psychiatric Interviews for Teaching: Psychosis,00:12:29,https://www.youtube.com/watch?v=ZB28gfSmz1Y,2,82,19025,3325,$0.029000,₹2.75,success,2026-05-03T18:06:29.678978
zA-fqvC02oM,Psychiatric Interviews for Teaching: Mania,00:09:50,https://www.youtube.com/watch?v=zA-fqvC02oM,2,114,15060,6147,$0.033501,₹3.18,success,2026-05-03T18:06:31.454985
Ii2FHbtVJzc,Psychiatric Interviews for Teaching: Anxiety,00:12:02,https://www.youtube.com/watch?v=Ii2FHbtVJzc,2,72,18339,4955,$0.033204,₹3.15,success,2026-05-03T18:06:32.599871
0Tt1IDjmito,How to do Cognitive Behavioral Therapy (CBT): Role Play Session,00:09:54,https://www.youtube.com/watch?v=0Tt1IDjmito,2,32,15155,1541,$0.019778,₹1.88,success,2026-05-03T18:06:38.183271
IViQKF9qFaw,03.Medical Interview -Chief Concern (History of Present Illness),00:07:57,https://www.youtube.com/watch?v=IViQKF9qFaw,2,54,12216,3001,$0.021219,₹2.02,success,2026-05-03T18:07:08.410970
9ZuwEWLHHHY,DBT for Eating Disorders,00:08:58,https://www.youtube.com/watch?v=9ZuwEWLHHHY,2,22,13741,1036,$0.016849,₹1.60,success,2026-05-03T18:07:21.020283
3xrEaFPbYC8,The Ineffective Dentist: Non-Motivational Approach,00:06:32,https://www.youtube.com/watch?v=3xrEaFPbYC8,2,25,10087,1653,$0.015046,₹1.43,success,2026-05-03T18:07:28.636577
dmmvAR6K1TQ,The Ineffective Pharmacist: Non-Motivational Approach,00:04:30,https://www.youtube.com/watch?v=dmmvAR6K1TQ,2,19,7045,1268,$0.010849,₹1.03,success,2026-05-03T18:07:34.117232
80XyNE89eCs,The Ineffective Physician: Non-Motivational Approach,00:05:10,https://www.youtube.com/watch?v=80XyNE89eCs,2,19,8054,1312,$0.011990,₹1.14,success,2026-05-03T18:07:35.915940
URiKA7CKtfc,The Effective Physician: Motivational Interviewing Demonstration,00:06:33,https://www.youtube.com/watch?v=URiKA7CKtfc,2,37,10120,2555,$0.017785,₹1.69,success,2026-05-03T18:07:46.371000
5UU63mfNnD4,The Effective Pharmacist: Motivational Interviewing Demonstration,00:04:21,https://www.youtube.com/watch?v=5UU63mfNnD4,2,22,6832,1323,$0.010801,₹1.03,success,2026-05-03T18:07:51.159869
f8QSA_5PEFM,The Effective Dentist: Motivational Interviewing Demonstration,00:08:13,https://www.youtube.com/watch?v=f8QSA_5PEFM,2,36,12618,2499,$0.020115,₹1.91,success,2026-05-03T18:08:11.915340
dm-rJJPCuTE,Motivational Interviewing: Evoking Commitment to Change,00:05:35,https://www.youtube.com/watch?v=dm-rJJPCuTE,2,35,8676,2047,$0.014817,₹1.41,success,2026-05-03T18:08:41.635331
